,usage,pay
30089,15,15
30090,15,16
30091,30,31
30092,15,11
30093,15,25
30094,15,17
30095,15,13
30096,15,23
30097,15,17
30098,15,0
30099,15,19
30100,30,31
30101,30,22
30102,15,42
30103,30,30
30104,30,31
30105,30,30
30106,30,28
30107,30,34
30108,15,22
30109,15,13
30110,15,19
30111,30,31
30112,15,15
30113,15,4
30114,30,31
30115,15,11
30116,15,20
30117,15,22
30118,30,19
30119,15,20
30120,15,34
30121,15,17
30122,15,18
30123,30,0
30124,15,0
30125,15,13
30126,30,36
30127,15,17
30128,15,17
30129,15,17
30130,30,30
30131,30,13
30132,15,16
30133,30,30
30134,15,15
30135,30,5
30136,15,9
30137,15,45
30138,15,41
30139,30,3
30140,15,15
30141,30,30
30142,15,14
30143,15,15
30144,15,16
30145,15,13
30146,30,25
30147,30,28
30148,30,23
30149,30,33
30150,30,43
30151,30,31
30152,15,18
30153,15,16
30154,15,10
30155,15,16
30156,30,31
30157,30,31
30158,30,29
30159,15,16
30160,30,3
30161,15,14
30162,15,29
30163,15,19
30164,15,16
30165,15,3
30166,30,34
30167,30,32
30168,30,5
30169,15,15
30170,15,11
30171,15,16
30172,15,15
30173,30,0
30174,15,17
30175,30,31
30176,15,28
30177,15,42
30178,15,17
30179,30,35
30180,30,42
30181,15,0
30182,15,19
30183,15,14
30184,30,0
30185,15,16
30186,15,24
30187,15,18
30188,15,21
30189,15,17
30190,15,21
30191,30,33
30192,15,15
30193,15,15
30194,15,11
30195,15,10
30196,15,4
30197,15,35
30198,30,5
30199,15,28
30200,15,18
30201,15,23
30202,30,42
30203,30,44
30204,15,13
30205,30,31
30206,15,1
30207,15,25
30208,15,19
30209,30,0
30210,30,36
30211,30,28
30212,30,32
30213,15,18
30214,15,19
30215,30,22
30216,30,35
30217,30,33
30218,15,15
30219,15,0
30220,15,27
30221,30,1
30222,30,32
30223,15,15
30224,15,15
30225,15,25
30226,15,12
30227,15,15
30228,30,19
30229,30,35
30230,15,15
30231,15,28
30232,15,15
30233,15,15
30234,15,15
30235,15,15
30236,15,18
30237,15,16
30238,15,17
30239,30,37
30240,30,44
30241,15,15
30242,15,14
30243,15,17
30244,15,0
30245,15,15
30246,15,9
30247,30,35
30248,15,20
30249,30,30
30250,30,30
30251,15,34
30252,15,25
30253,15,17
30254,15,28
30255,15,7
30256,15,22
30257,30,37
30258,15,15
30259,15,15
30260,15,31
30261,30,34
30262,15,40
30263,15,25
30264,15,15
30265,15,16
30266,15,17
30267,15,7
30268,30,31
30269,30,30
30270,30,34
30271,15,15
30272,15,15
30273,15,20
30274,30,28
30275,15,1
30276,30,32
30277,15,25
30278,30,31
30279,15,18
30280,30,30
30281,15,15
30282,30,35
30283,15,16
30284,15,15
30285,30,31
30286,30,30
30287,15,15
30288,30,10
30289,15,19
30290,30,0
30291,30,30
30292,15,3
30293,30,31
30294,15,14
30295,15,26
30296,15,17
30297,30,30
30298,15,15
30299,15,15
30300,15,15
30301,15,7
30302,15,16
30303,15,25
30304,15,14
30305,15,16
30306,30,41
30307,30,30
30308,15,15
30309,30,21
30310,15,12
30311,30,28
30312,30,31
30313,15,16
30314,30,29
30315,15,2
30316,15,8
30317,15,27
30318,15,17
30319,30,22
30320,15,19
30321,30,31
30322,15,15
30323,15,16
30324,30,42
30325,30,29
30326,15,4
30327,30,0
30328,15,15
30329,15,17
30330,30,30
30331,15,31
30332,15,19
30333,15,17
30334,30,30
30335,15,17
30336,30,0
30337,15,17
30338,15,15
30339,30,26
30340,15,12
30341,15,14
30342,30,13
30343,15,23
30344,15,6
30345,15,15
30346,30,32
30347,15,6
30348,15,15
30349,30,31
30350,30,32
30351,30,28
30352,15,20
30353,30,32
30354,30,22
30355,15,15
30356,30,1
30357,30,45
30358,30,27
30359,15,15
30360,30,24
30361,15,15
30362,30,31
30363,15,14
30364,15,7
30365,30,41
30366,15,15
30367,15,13
30368,15,28
30369,15,0
30370,15,10
30371,15,32
30372,15,13
30373,30,30
30374,30,6
30375,15,15
30376,15,16
30377,15,8
30378,15,15
30379,15,15
30380,15,18
30381,15,14
30382,15,20
30383,15,27
30384,15,15
30385,30,31
30386,15,39
30387,15,13
30388,15,29
30389,15,3
30390,30,28
30391,15,17
30392,15,17
30393,15,15
30394,30,26
30395,30,32
30396,30,29
30397,15,17
30398,15,16
30399,15,12
30400,15,15
30401,30,33
30402,15,23
30403,15,13
30404,30,34
30405,15,11
30406,30,40
30407,15,16
30408,30,32
30409,30,30
30410,15,15
30411,15,16
30412,15,21
30413,30,0
30414,15,15
30415,15,15
30416,15,15
30417,30,32
30418,30,30
30419,15,20
30420,30,0
30421,15,24
30422,15,42
30423,15,17
30424,15,32
30425,15,15
30426,15,14
30427,30,35
30428,15,10
30429,30,30
30430,30,27
30431,30,32
30432,15,9
30433,15,13
30434,15,17
30435,30,30
30436,15,15
30437,15,18
30438,15,15
30439,30,31
30440,15,13
30441,15,17
30442,30,4
30443,15,14
30444,15,18
30445,30,34
30446,30,0
30447,30,43
30448,15,15
30449,90,0
30450,30,10
30451,30,13
30452,15,15
30453,30,11
30454,30,42
30455,15,17
30456,15,17
30457,30,31
30458,15,16
30459,30,0
30460,15,15
30461,30,35
30462,15,2
30463,30,30
30464,30,8
30465,15,27
30466,15,19
30467,30,11
30468,15,6
30469,15,14
30470,15,20
30471,15,15
30472,15,5
30473,15,17
30474,30,30
30475,30,20
30476,15,7
30477,30,33
30478,30,27
30479,15,22
30480,15,15
30481,15,17
30482,15,11
30483,15,18
30484,30,35
30485,15,10
30486,15,16
30487,15,17
30488,15,15
30489,15,17
30490,30,36
30491,15,16
30492,30,0
30493,15,17
30494,30,37
30495,15,17
30496,15,32
30497,30,30
30498,15,43
30499,30,29
30500,15,15
30501,30,31
30502,15,24
30503,15,13
30504,30,30
30505,15,17
30506,30,31
30507,30,25
30508,15,15
30509,15,22
30510,15,13
30511,15,18
30512,30,31
30513,30,0
30514,15,21
30515,15,8
30516,30,35
30517,15,17
30518,15,15
30519,15,29
30520,15,21
30521,15,0
30522,30,0
30523,15,12
30524,15,13
30525,15,22
30526,90,43
30527,15,13
30528,15,13
30529,15,14
30530,15,18
30531,30,34
30532,15,12
30533,15,15
30534,30,31
30535,15,16
30536,30,29
30537,30,25
30538,30,30
30539,30,33
30540,15,0
30541,30,28
30542,15,18
30543,30,28
30544,30,29
30545,30,31
30546,15,20
30547,15,20
30548,30,37
30549,15,0
30550,15,11
30551,15,20
30552,30,30
30553,15,28
30554,15,0
30555,15,15
30556,30,31
30557,15,15
30558,15,27
30559,15,25
30560,15,34
30561,15,12
30562,15,16
30563,30,31
30564,15,0
30565,15,8
30566,15,28
30567,15,15
30568,15,13
30569,15,0
30570,30,33
30571,15,6
30572,15,17
30573,30,28
30574,30,34
30575,15,19
30576,30,13
30577,15,17
30578,15,18
30579,15,28
30580,15,40
30581,15,23
30582,30,0
30583,30,28
30584,30,32
30585,15,15
30586,15,19
30587,15,16
30588,15,24
30589,15,43
30590,30,32
30591,30,6
30592,15,23
30593,30,20
30594,30,43
30595,15,41
30596,15,10
30597,30,32
30598,15,16
30599,15,12
30600,30,24
30601,15,22
30602,15,21
30603,15,15
30604,15,25
30605,30,27
30606,15,3
30607,30,31
30608,30,36
30609,30,31
30610,15,15
30611,30,35
30612,30,30
30613,15,15
30614,30,25
30615,15,17
30616,15,16
30617,30,4
30618,15,15
30619,15,0
30620,15,0
30621,30,35
30622,15,35
30623,30,30
30624,15,15
30625,15,43
30626,30,31
30627,15,38
30628,15,15
30629,15,19
30630,15,15
30631,15,12
30632,15,16
30633,15,15
30634,15,19
30635,15,15
30636,15,17
30637,15,15
30638,15,2
30639,15,12
30640,15,44
30641,15,18
30642,15,11
30643,15,23
30644,15,15
30645,15,15
30646,15,35
30647,15,22
30648,15,16
30649,15,16
30650,15,15
30651,30,30
30652,15,14
30653,15,16
30654,15,14
30655,15,13
30656,30,38
30657,30,30
30658,30,30
30659,15,28
30660,30,29
30661,15,15
30662,30,31
30663,15,13
30664,15,21
30665,15,25
30666,15,15
30667,15,15
30668,30,30
30669,30,33
30670,30,38
30671,15,42
30672,15,17
30673,30,38
30674,15,35
30675,15,32
30676,30,29
30677,15,15
30678,15,0
30679,15,16
30680,15,28
30681,30,34
30682,15,16
30683,15,9
30684,15,15
30685,30,42
30686,15,16
30687,15,27
30688,30,21
30689,15,23
30690,15,31
30691,15,17
30692,15,15
30693,15,19
30694,30,37
30695,15,19
30696,15,15
30697,15,12
30698,15,15
30699,30,6
30700,30,33
30701,30,31
30702,15,13
30703,15,23
30704,30,37
30705,15,16
30706,30,30
30707,15,22
30708,15,14
30709,30,35
30710,15,0
30711,15,26
30712,15,24
30713,15,14
30714,30,41
30715,15,16
30716,30,25
30717,30,30
30718,30,43
30719,15,3
30720,15,0
30721,15,17
30722,15,15
30723,15,18
30724,15,19
30725,15,12
30726,15,20
30727,15,16
30728,15,15
30729,15,15
30730,15,20
30731,15,17
30732,15,15
30733,15,24
30734,15,15
30735,15,45
30736,30,29
30737,15,20
30738,30,30
30739,15,15
30740,30,31
30741,15,16
30742,15,15
30743,15,1
30744,15,25
30745,30,27
30746,15,15
30747,30,0
30748,15,28
30749,30,32
30750,30,30
30751,15,16
30752,30,19
30753,15,27
30754,30,28
30755,30,0
30756,15,0
30757,15,15
30758,15,13
30759,90,13
30760,30,33
30761,15,28
30762,30,1
30763,15,24
30764,90,17
30765,15,15
30766,15,15
30767,30,0
30768,30,32
30769,15,17
30770,15,39
30771,15,15
30772,30,6
30773,15,11
30774,15,16
30775,15,13
30776,30,25
30777,15,23
30778,30,35
30779,30,45
30780,15,15
30781,15,14
30782,15,15
30783,30,20
30784,30,35
30785,30,13
30786,30,30
30787,15,39
30788,15,6
30789,15,17
30790,30,30
30791,15,16
30792,30,12
30793,15,17
30794,15,2
30795,15,19
30796,15,15
30797,15,26
30798,15,18
30799,15,16
30800,30,13
30801,15,15
30802,15,32
30803,15,20
30804,15,15
30805,15,16
30806,15,20
30807,30,31
30808,15,14
30809,15,16
30810,15,0
30811,15,15
30812,15,17
30813,15,16
30814,15,14
30815,15,19
30816,15,16
30817,15,15
30818,15,0
30819,15,14
30820,15,24
30821,15,16
30822,15,12
30823,15,14
30824,15,29
30825,15,0
30826,30,33
30827,90,13
30828,30,0
30829,30,39
30830,15,7
30831,15,0
30832,30,30
30833,15,16
30834,15,15
30835,15,14
30836,15,34
30837,15,16
30838,15,14
30839,15,27
30840,15,22
30841,15,17
30842,30,9
30843,30,29
30844,15,15
30845,15,14
30846,15,7
30847,30,31
30848,15,24
30849,15,15
30850,30,38
30851,30,31
30852,30,36
30853,30,40
30854,30,32
30855,15,40
30856,15,15
30857,15,15
30858,15,17
30859,15,13
30860,15,5
30861,30,30
30862,30,0
30863,15,37
30864,30,41
30865,15,14
30866,15,14
30867,15,11
30868,15,21
30869,30,21
30870,30,41
30871,30,33
30872,30,3
30873,30,30
30874,30,32
30875,30,33
30876,30,1
30877,15,15
30878,15,16
30879,15,15
30880,30,31
30881,30,32
30882,30,31
30883,15,15
30884,15,14
30885,15,13
30886,15,19
30887,15,10
30888,15,22
30889,15,25
30890,30,30
30891,30,41
30892,30,34
30893,15,15
30894,15,14
30895,15,15
30896,30,0
30897,15,7
30898,30,27
30899,15,13
30900,30,26
30901,15,15
30902,30,13
30903,15,19
30904,30,37
30905,30,34
30906,15,7
30907,15,18
30908,15,19
30909,30,33
30910,30,0
30911,30,31
30912,15,16
30913,15,15
30914,15,18
30915,15,13
30916,15,16
30917,15,17
30918,15,17
30919,15,31
30920,15,14
30921,15,21
30922,30,38
30923,15,18
30924,15,14
30925,15,16
30926,30,31
30927,15,15
30928,30,8
30929,30,31
30930,15,16
30931,15,17
30932,15,18
30933,15,25
30934,15,16
30935,15,19
30936,30,32
30937,30,37
30938,15,39
30939,30,30
30940,15,12
30941,15,0
30942,15,16
30943,30,32
30944,30,31
30945,15,13
30946,30,0
30947,30,29
30948,15,16
30949,30,31
30950,30,28
30951,15,16
30952,15,16
30953,15,18
30954,30,44
30955,15,16
30956,15,19
30957,30,2
30958,30,2
30959,15,23
30960,30,31
30961,30,3
30962,15,27
30963,15,22
30964,30,33
30965,15,28
30966,15,0
30967,30,43
30968,15,16
30969,30,28
30970,15,13
30971,30,36
30972,15,17
30973,15,19
30974,15,2
30975,30,28
30976,15,24
30977,15,15
30978,15,15
30979,30,1
30980,15,16
30981,15,14
30982,30,29
30983,15,18
30984,15,16
30985,15,16
30986,15,0
30987,30,2
30988,30,31
30989,30,34
30990,15,14
30991,15,16
30992,30,26
30993,30,29
30994,15,23
30995,15,18
30996,30,32
30997,15,14
30998,30,24
30999,30,31
31000,15,28
31001,15,17
31002,30,38
31003,30,30
31004,15,16
31005,30,40
31006,15,16
31007,30,30
31008,15,16
31009,30,30
31010,30,16
31011,30,22
31012,15,15
31013,15,16
31014,15,16
31015,15,33
31016,15,16
31017,15,22
31018,30,32
31019,15,12
31020,15,23
31021,30,44
31022,30,31
31023,15,15
31024,15,21
31025,15,15
31026,30,31
31027,15,25
31028,15,16
31029,30,0
31030,30,31
31031,15,13
31032,30,23
31033,15,16
31034,30,31
31035,15,1
31036,30,32
31037,30,31
31038,15,16
31039,15,24
31040,15,21
31041,15,16
31042,15,19
31043,30,0
31044,15,22
31045,30,32
31046,15,16
31047,15,0
31048,30,22
31049,15,14
31050,30,30
31051,30,32
31052,30,1
31053,15,15
31054,15,16
31055,15,16
31056,15,36
31057,15,19
31058,15,11
31059,15,16
31060,15,14
31061,30,30
31062,15,20
31063,15,0
31064,15,1
31065,15,0
31066,30,30
31067,15,43
31068,15,16
31069,15,22
31070,15,22
31071,15,16
31072,30,40
31073,15,16
31074,15,41
31075,30,29
31076,15,30
31077,15,13
31078,15,16
31079,15,18
31080,30,31
31081,30,10
31082,15,15
31083,15,24
31084,30,0
31085,30,0
31086,15,23
31087,30,32
31088,30,34
31089,15,2
31090,15,31
31091,30,30
31092,15,17
31093,15,6
31094,30,33
31095,15,27
31096,30,31
31097,15,16
31098,15,14
31099,15,19
31100,30,31
31101,15,12
31102,30,32
31103,30,31
31104,30,31
31105,15,20
31106,30,40
31107,15,19
31108,15,15
31109,15,13
31110,15,2
31111,15,18
31112,15,0
31113,30,22
31114,30,31
31115,15,24
31116,15,24
31117,15,19
31118,15,16
31119,15,17
31120,30,27
31121,15,16
31122,30,32
31123,15,18
31124,30,30
31125,30,27
31126,15,8
31127,30,28
31128,15,17
31129,30,30
31130,30,31
31131,15,15
31132,30,31
31133,15,23
31134,15,16
31135,90,27
31136,15,16
31137,15,14
31138,30,30
31139,30,31
31140,30,30
31141,30,27
31142,15,15
31143,15,13
31144,15,16
31145,365,14
31146,15,18
31147,30,30
31148,15,28
31149,30,41
31150,15,16
31151,30,32
31152,30,31
31153,30,32
31154,30,31
31155,30,33
31156,15,16
31157,15,17
31158,15,19
31159,15,16
31160,15,13
31161,15,18
31162,15,6
31163,30,29
31164,15,40
31165,15,15
31166,15,19
31167,30,38
31168,15,15
31169,15,16
31170,15,25
31171,30,26
31172,30,34
31173,15,16
31174,15,27
31175,15,17
31176,15,28
31177,15,0
31178,15,16
31179,15,15
31180,15,16
31181,15,0
31182,30,31
31183,30,17
31184,30,32
31185,30,30
31186,15,34
31187,30,30
31188,30,31
31189,30,29
31190,30,26
31191,30,30
31192,15,16
31193,30,32
31194,30,1
31195,30,32
31196,15,19
31197,30,20
31198,15,17
31199,15,17
31200,30,31
31201,15,17
31202,30,31
31203,30,11
31204,30,29
31205,15,19
31206,30,37
31207,15,16
31208,15,3
31209,15,22
31210,15,10
31211,15,0
31212,30,20
31213,15,6
31214,15,16
31215,15,13
31216,15,17
31217,30,33
31218,30,11
31219,15,24
31220,15,20
31221,15,16
31222,15,18
31223,15,26
31224,15,18
31225,15,15
31226,15,0
31227,30,22
31228,15,22
31229,30,27
31230,15,13
31231,30,4
31232,15,18
31233,30,32
31234,30,32
31235,15,16
31236,30,0
31237,15,15
31238,30,31
31239,15,32
31240,30,30
31241,30,34
31242,90,10
31243,30,0
31244,15,16
31245,15,31
31246,30,31
31247,30,31
31248,15,16
31249,15,18
31250,15,14
31251,30,30
31252,15,16
31253,15,2
31254,30,43
31255,15,27
31256,15,18
31257,30,31
31258,30,35
31259,30,41
31260,15,17
31261,15,8
31262,15,31
31263,15,16
31264,15,19
31265,30,31
31266,15,16
31267,30,0
31268,15,11
31269,15,16
31270,15,12
31271,15,16
31272,15,16
31273,15,17
31274,15,25
31275,15,17
31276,15,16
31277,15,16
31278,30,27
31279,15,9
31280,15,4
31281,15,12
31282,15,18
31283,15,14
31284,15,40
31285,15,17
31286,15,36
31287,30,27
31288,15,14
31289,15,34
31290,30,31
31291,30,30
31292,15,35
31293,30,31
31294,30,33
31295,15,15
31296,15,10
31297,30,30
31298,15,25
31299,30,17
31300,15,44
31301,15,15
31302,15,28
31303,15,14
31304,15,27
31305,15,20
31306,15,17
31307,15,37
31308,30,31
31309,15,0
31310,15,0
31311,30,35
31312,30,30
31313,15,16
31314,15,15
31315,30,31
31316,15,43
31317,15,16
31318,30,18
31319,15,23
31320,30,31
31321,15,27
31322,15,13
31323,30,32
31324,15,0
31325,15,16
31326,30,31
31327,15,16
31328,15,16
31329,30,30
31330,30,32
31331,30,30
31332,15,13
31333,15,17
31334,15,9
31335,15,22
31336,15,10
31337,15,16
31338,15,13
31339,15,27
31340,30,28
31341,15,33
31342,15,15
31343,15,32
31344,30,34
31345,15,33
31346,15,19
31347,15,3
31348,15,22
31349,15,13
31350,15,28
31351,15,16
31352,15,15
31353,30,32
31354,15,11
31355,30,31
31356,15,10
31357,30,42
31358,30,42
31359,30,33
31360,15,16
31361,30,24
31362,15,16
31363,15,17
31364,30,33
31365,15,14
31366,15,13
31367,30,31
31368,15,14
31369,15,17
31370,15,28
31371,15,16
31372,15,35
31373,15,0
31374,15,19
31375,15,36
31376,15,9
31377,15,21
31378,15,27
31379,30,32
31380,30,39
31381,15,43
31382,15,18
31383,15,23
31384,30,0
31385,15,17
31386,15,16
31387,15,16
31388,15,18
31389,30,31
31390,30,33
31391,30,31
31392,30,27
31393,15,16
31394,15,0
31395,30,0
31396,30,8
31397,15,4
31398,15,15
31399,30,41
31400,15,15
31401,30,24
31402,30,0
31403,30,42
31404,15,16
31405,30,36
31406,15,15
31407,15,16
31408,15,16
31409,15,17
31410,30,30
31411,15,3
31412,15,19
31413,15,15
31414,15,20
31415,15,20
31416,30,33
31417,15,16
31418,15,19
31419,15,23
31420,30,31
31421,15,17
31422,15,13
31423,30,0
31424,15,15
31425,15,16
31426,15,15
31427,90,0
31428,15,17
31429,15,15
31430,15,18
31431,15,16
31432,30,41
31433,15,16
31434,15,13
31435,30,30
31436,15,15
31437,365,12
31438,15,19
31439,30,33
31440,15,16
31441,15,0
31442,15,16
31443,30,31
31444,15,3
31445,15,19
31446,15,17
31447,30,7
31448,30,28
31449,15,4
31450,15,0
31451,30,30
31452,30,28
31453,15,22
31454,30,31
31455,15,16
31456,30,40
31457,15,0
31458,15,21
31459,30,24
31460,15,16
31461,15,16
31462,15,40
31463,15,13
31464,15,32
31465,30,25
31466,15,16
31467,30,30
31468,30,32
31469,15,8
31470,15,15
31471,15,16
31472,15,35
31473,30,30
31474,30,35
31475,15,22
31476,30,32
31477,15,14
31478,15,41
31479,15,18
31480,15,15
31481,15,16
31482,30,31
31483,30,30
31484,30,29
31485,30,32
31486,15,13
31487,30,35
31488,30,34
31489,30,30
31490,15,6
31491,15,45
31492,15,16
31493,30,43
31494,15,15
31495,30,30
31496,30,33
31497,30,0
31498,15,11
31499,15,27
31500,15,13
31501,15,0
31502,15,30
31503,15,15
31504,30,31
31505,15,0
31506,15,12
31507,15,35
31508,15,15
31509,30,29
31510,15,16
31511,15,0
31512,30,0
31513,15,27
31514,15,16
31515,15,18
31516,15,14
31517,30,32
31518,30,31
31519,30,36
31520,15,16
31521,30,26
31522,15,34
31523,30,32
31524,15,7
31525,30,0
31526,15,16
31527,15,35
31528,30,1
31529,30,30
31530,15,0
31531,15,14
31532,15,14
31533,30,28
31534,15,18
31535,15,18
31536,30,36
31537,30,0
31538,30,31
31539,30,32
31540,30,26
31541,30,0
31542,15,15
31543,15,13
31544,30,30
31545,15,15
31546,30,26
31547,15,16
31548,15,17
31549,30,33
31550,15,26
31551,15,16
31552,15,16
31553,30,31
31554,15,41
31555,15,15
31556,30,24
31557,15,19
31558,15,15
31559,15,0
31560,15,15
31561,30,30
31562,30,30
31563,30,35
31564,15,14
31565,15,7
31566,30,45
31567,30,27
31568,30,38
31569,15,16
31570,30,33
31571,15,19
31572,30,34
31573,15,21
31574,15,1
31575,15,25
31576,30,28
31577,15,12
31578,15,20
31579,30,28
31580,15,21
31581,15,16
31582,15,27
31583,15,15
31584,15,7
31585,30,34
31586,30,6
31587,15,0
31588,30,0
31589,15,1
31590,15,12
31591,15,13
31592,15,2
31593,90,9
31594,30,22
31595,15,16
31596,30,38
31597,30,21
31598,15,0
31599,15,20
31600,30,0
31601,15,42
31602,15,0
31603,15,17
31604,15,19
31605,15,16
31606,30,31
31607,15,16
31608,15,16
31609,15,4
31610,15,23
31611,30,33
31612,15,16
31613,15,19
31614,15,24
31615,15,13
31616,30,0
31617,15,15
31618,15,15
31619,30,30
31620,15,40
31621,15,19
31622,30,30
31623,15,23
31624,15,7
31625,30,33
31626,30,40
31627,30,31
31628,30,44
31629,15,17
31630,15,16
31631,30,10
31632,15,0
31633,30,30
31634,15,19
31635,15,16
31636,15,20
31637,15,15
31638,15,15
31639,15,1
31640,15,14
31641,30,35
31642,15,17
31643,30,37
31644,30,33
31645,15,26
31646,15,11
31647,15,27
31648,30,28
31649,30,30
31650,15,16
31651,15,16
31652,15,16
31653,15,0
31654,30,30
31655,30,23
31656,30,22
31657,15,8
31658,15,16
31659,30,31
31660,15,15
31661,15,26
31662,15,2
31663,30,35
31664,15,15
31665,15,15
31666,15,13
31667,15,15
31668,15,17
31669,30,26
31670,15,15
31671,15,16
31672,30,32
31673,30,30
31674,30,32
31675,15,14
31676,15,16
31677,30,0
31678,30,28
31679,15,16
31680,15,26
31681,15,11
31682,15,2
31683,15,15
31684,30,0
31685,15,24
31686,15,12
31687,15,5
31688,15,14
31689,30,31
31690,30,42
31691,15,15
31692,15,26
31693,15,16
31694,15,10
31695,15,0
31696,15,14
31697,15,26
31698,15,15
31699,15,13
31700,30,31
31701,15,34
31702,15,23
31703,30,20
31704,15,16
31705,15,14
31706,15,16
31707,30,30
31708,15,34
31709,30,21
31710,30,31
31711,30,20
31712,30,35
31713,15,39
31714,30,34
31715,15,19
31716,15,16
31717,15,13
31718,15,15
31719,15,12
31720,15,22
31721,15,15
31722,30,24
31723,15,15
31724,15,15
31725,15,0
31726,30,0
31727,30,32
31728,15,16
31729,30,45
31730,15,15
31731,15,12
31732,15,14
31733,15,30
31734,15,19
31735,30,20
31736,15,27
31737,15,27
31738,30,1
31739,15,30
31740,30,33
31741,15,14
31742,15,25
31743,15,15
31744,15,14
31745,15,15
31746,30,31
31747,30,34
31748,15,30
31749,30,0
31750,30,28
31751,15,20
31752,15,17
31753,15,16
31754,30,39
31755,15,15
31756,15,15
31757,30,30
31758,15,16
31759,30,31
31760,15,12
31761,15,14
31762,30,28
31763,30,42
31764,15,5
31765,15,0
31766,30,41
31767,15,26
31768,15,2
31769,30,38
31770,30,25
31771,15,16
31772,15,15
31773,15,13
31774,15,28
31775,30,19
31776,15,12
31777,30,30
31778,15,16
31779,30,4
31780,15,14
31781,15,18
31782,30,30
31783,15,15
31784,15,28
31785,15,18
31786,30,30
31787,15,16
31788,15,30
31789,15,16
31790,30,33
31791,15,15
31792,15,13
31793,30,30
31794,30,38
31795,15,18
31796,15,21
31797,15,13
31798,30,31
31799,15,28
31800,15,12
31801,15,16
31802,15,13
31803,30,29
31804,15,15
31805,15,15
31806,30,37
31807,15,20
31808,15,24
31809,15,15
31810,30,33
31811,15,16
31812,30,29
31813,30,31
31814,15,27
31815,30,32
31816,15,15
31817,15,37
31818,30,22
31819,15,20
31820,15,15
31821,30,27
31822,30,30
31823,30,30
31824,30,31
31825,15,16
31826,30,33
31827,30,2
31828,15,14
31829,30,31
31830,15,36
31831,15,11
31832,15,22
31833,30,4
31834,15,18
31835,15,26
31836,30,34
31837,30,29
31838,30,30
31839,15,15
31840,15,37
31841,15,16
31842,30,31
31843,15,3
31844,15,16
31845,15,12
31846,15,43
31847,30,24
31848,15,33
31849,30,37
31850,15,17
31851,30,31
31852,30,2
31853,15,0
31854,15,10
31855,30,14
31856,30,33
31857,15,13
31858,15,13
31859,15,30
31860,30,30
31861,30,31
31862,30,40
31863,30,30
31864,30,30
31865,15,0
31866,15,17
31867,15,14
31868,15,17
31869,15,16
31870,30,24
31871,15,16
31872,30,30
31873,15,42
31874,30,31
31875,15,10
31876,30,10
31877,15,24
31878,15,12
31879,15,21
31880,15,41
31881,15,21
31882,30,0
31883,15,16
31884,15,15
31885,15,34
31886,15,24
31887,15,17
31888,15,18
31889,30,30
31890,15,15
31891,15,19
31892,30,32
31893,15,42
31894,15,36
31895,30,36
31896,30,30
31897,30,8
31898,15,16
31899,30,38
31900,15,15
31901,30,42
31902,15,19
31903,15,15
31904,30,31
31905,30,31
31906,15,16
31907,15,12
31908,15,18
31909,15,26
31910,30,31
31911,30,27
31912,15,25
31913,15,20
31914,30,31
31915,30,0
31916,30,44
31917,30,41
31918,30,33
31919,30,26
31920,30,35
31921,30,34
31922,30,31
31923,15,22
31924,30,32
31925,30,32
31926,15,12
31927,30,31
31928,15,25
31929,15,17
31930,30,0
31931,30,28
31932,15,23
31933,30,31
31934,15,18
31935,15,20
31936,15,1
31937,15,16
31938,15,15
31939,15,20
31940,30,31
31941,30,0
31942,15,33
31943,15,22
31944,15,15
31945,15,17
31946,30,38
31947,15,3
31948,15,16
31949,30,33
31950,30,33
31951,15,27
31952,30,38
31953,30,38
31954,15,18
31955,15,15
31956,30,31
31957,30,33
31958,30,33
31959,15,12
31960,30,36
31961,15,22
31962,15,15
31963,30,36
31964,15,17
31965,30,37
31966,30,5
31967,15,33
31968,15,16
31969,15,7
31970,15,19
31971,15,7
31972,15,15
31973,15,20
31974,15,22
31975,30,34
31976,15,17
31977,30,0
31978,15,0
31979,15,15
31980,15,15
31981,30,34
31982,30,26
31983,30,19
31984,15,39
31985,30,33
31986,30,19
31987,15,13
31988,15,27
31989,15,17
31990,30,33
31991,15,28
31992,15,40
31993,15,22
31994,30,24
31995,15,15
31996,15,1
31997,30,31
31998,15,16
31999,30,35
32000,30,33
32001,15,15
32002,30,31
32003,15,16
32004,15,17
32005,30,31
32006,15,20
32007,15,11
32008,30,32
32009,30,36
32010,30,34
32011,15,18
32012,30,31
32013,15,24
32014,30,32
32015,15,12
32016,30,32
32017,15,17
32018,15,16
32019,30,32
32020,15,15
32021,15,12
32022,30,31
32023,15,21
32024,30,33
32025,15,18
32026,30,30
32027,30,0
32028,30,32
32029,15,1
32030,15,15
32031,15,18
32032,15,18
32033,15,28
32034,30,42
32035,15,14
32036,30,30
32037,15,33
32038,30,33
32039,30,32
32040,15,16
32041,15,16
32042,15,32
32043,30,12
32044,30,10
32045,15,36
32046,15,31
32047,30,30
32048,15,5
32049,30,33
32050,15,16
32051,15,15
32052,15,19
32053,15,16
32054,30,44
32055,30,30
32056,15,18
32057,30,29
32058,30,43
32059,15,12
32060,15,15
32061,30,29
32062,15,9
32063,30,42
32064,30,34
32065,15,17
32066,15,16
32067,30,31
32068,15,16
32069,30,35
32070,30,32
32071,15,16
32072,15,16
32073,30,31
32074,30,16
32075,15,13
32076,30,31
32077,30,31
32078,30,23
32079,15,18
32080,15,16
32081,15,16
32082,15,16
32083,30,30
32084,15,0
32085,30,41
32086,15,15
32087,15,0
